player,tm,season,pos,g,mp,gs,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,corner_3s_attempt,corner_3s_percent,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,link
Stefanie Dolson,NYL,2022,C,21,492,21,6.7,12.8,0.52,1.5,4,0.368,5.2,8.9,0.588,2.8,3.1,0.9,1.6,9.8,4.2,0.9,2,3.5,7.3,17.6,13.3,0.62,0.577,0.309,0.244,3.6,10.9,14,0.9,3.1,20,16,106,104,0.7,0.5,1.2,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/dolsost01w.html
Queen Egbo,IND,2022,C,22,519,21,6.5,14.5,0.45,0,0,NA,6.5,14.5,0.45,3.1,4.8,0.64,4.1,14.6,2.2,2,3,4.4,6.4,16.2,12.6,0.486,0.45,0,0.331,8.9,16.8,7.6,2,5.1,21,18.2,89,104,-0.4,0.5,0.1,0.007,6.5,1,0.351,0.404,0.132,0.113,0,0.45,0.698,0.393,0.3,0.059,NA,0.676,NA,NA,NA,-6.4,14.2,20,10,26,13,28,NA,53,8,11,/wnba/players/e/egboqu01w.html
Emily Engstler,IND,2022,F,23,444,5,5.9,16.4,0.356,0.9,3.6,0.25,5,12.8,0.386,1,1.8,0.563,7,15.8,3.5,2.1,3.4,3.2,8.3,13.6,12.5,0.395,0.384,0.219,0.11,15,18.1,11.7,2.1,5.7,15.5,17.6,90,105,-0.3,0.4,0.1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/e/engstem01w.html
Dana Evans,CHI,2022,G,20,260,1,7.2,18.2,0.394,3.3,8.7,0.378,3.9,9.5,0.408,3.5,4.1,0.857,1,3.9,7,1.4,0.6,3.7,4.1,21.1,13,0.528,0.484,0.479,0.223,2.4,4.5,21.2,1.4,0.9,15.5,21.3,101,104,0.3,0.3,0.6,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/e/evansda02w.html
Sylvia Fowles,MIN,2022,C,18,514,18,11.3,17.6,0.644,0,0,NA,11.3,17.6,0.644,4,6.2,0.645,4.5,16.5,1.6,2.3,2.2,4.1,4,26.6,24.2,0.656,0.644,0,0.35,10.4,18.7,6,2.3,4,16.7,21.2,113,100,1.4,0.8,2.3,0.176,3.9,1,0.605,0.311,0.034,0.051,0,0.644,0.757,0.527,0.167,0.333,NA,0.728,NA,NA,NA,-4.4,-5.9,9,9,18,11,28,NA,37,10,17,/wnba/players/f/fowlesy01w.html
Rebekah Gardner,CHI,2022,G,20,446,2,8,14.8,0.542,1,3.2,0.321,7,11.6,0.602,3.6,4.4,0.821,2.7,7,2.6,3.4,1.1,3.5,5.3,20.7,16.7,0.618,0.576,0.214,0.298,6.7,8,8.1,3.4,1.8,17.3,18.2,108,98,0.8,0.9,1.7,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/gardnre01w.html
Allisha Gray,DAL,2022,G,20,637,20,7.6,16.9,0.45,3.3,8,0.41,4.3,8.9,0.486,4.2,5,0.825,1.7,8.9,3.7,1.9,1.4,1.8,3.2,22.6,19.4,0.593,0.547,0.474,0.299,3.7,10.1,12.7,1.9,2.3,8.4,18.1,120,103,2.2,0.7,2.9,0.182,15.2,0.526,0.166,0.227,0.09,0.043,0.474,0.486,0.657,0.438,0.316,0.444,0.41,0.574,0.902,0.22,0.364,3.8,15.3,13,6,21,0,31,7,108,8,11,/wnba/players/g/grayal01w.html
Chelsea Gray,LVA,2022,G,21,620,21,8,17.6,0.455,1.3,4.4,0.291,6.7,13.2,0.509,3.3,3.6,0.913,0.3,5.2,9.9,2.6,0.6,4,2.8,20.6,17.7,0.537,0.491,0.248,0.207,0.7,5.9,32,2.6,1,17.4,21,105,105,1.1,0.6,1.6,0.105,14.5,0.752,0.126,0.198,0.225,0.203,0.248,0.509,0.857,0.5,0.48,0.333,0.291,0.176,0.75,0.018,1,8.5,10.7,31,9,14,3,20,8,291,8,4,/wnba/players/g/graych01w.html
Megan Gustafson,PHO,2022,C,23,188,0,7.8,13.2,0.592,1.6,3.8,0.429,6.2,9.4,0.657,1.9,2.7,0.7,2.7,10,2.4,0.5,0.8,4,11,19.1,11.2,0.665,0.653,0.286,0.204,6.4,11.9,8.5,0.5,1.4,21.9,16.7,106,110,0.3,0,0.3,0.063,10.2,0.714,0.347,0.327,0.02,0.02,0.286,0.657,0.824,0.5,0,1,0.429,0.783,1,0.071,0,-3.4,0.1,5,3,21,6,6,2,24,2,5,/wnba/players/g/gustame01w.html
Dearica Hamby,LVA,2022,F,22,647,22,7.3,14.5,0.503,1.1,3.7,0.306,6.1,10.8,0.57,4.2,5.7,0.733,2.3,13.3,1.7,2.2,0.4,2.4,3.6,19.9,16.6,0.585,0.542,0.257,0.393,5.3,14.9,5.3,2.2,0.7,12.5,17.5,109,102,1.2,0.8,2,0.125,8.9,0.743,0.419,0.304,0.01,0.01,0.257,0.57,0.613,0.534,0,0.5,0.306,0.815,1,0.306,0.2,9.5,15.5,3,11,13,9,36,NA,59,7,21,/wnba/players/h/hambyde01w.html
Isabelle Harrison,DAL,2022,F,22,478,17,8,18.4,0.434,0.2,0.2,1,7.8,18.2,0.427,6.7,7.8,0.863,4.3,12.8,3.9,2.1,0.4,3.1,6.2,22.9,17.7,0.524,0.439,0.012,0.422,9.3,14.6,13.8,2.1,0.7,12.4,21.7,109,103,1.1,0.6,1.7,0.143,6.1,0.988,0.329,0.486,0.11,0.064,0.012,0.427,0.614,0.345,0.316,0.273,1,0.658,1,0,NA,0.2,1.4,8,7,17,6,27,3,91,4,26,/wnba/players/h/harriis01w.html
Tyasha Harris,DAL,2022,G,21,335,5,5.3,14.8,0.361,1.2,4.9,0.25,4.1,9.9,0.415,1.8,2.1,0.857,0.9,3.2,9.1,1.4,0.5,4.6,2.9,13.7,8.5,0.436,0.402,0.33,0.144,2,3.6,29.2,1.4,0.8,22.5,17.6,90,108,-0.2,0.1,-0.1,-0.011,15.6,0.67,0.134,0.134,0.155,0.247,0.33,0.415,0.692,0.231,0.4,0.375,0.25,0.148,1,0.188,0.167,-5.6,-8.2,21,3,9,1,6,4,144,3,5,/wnba/players/h/harrity01w.html
Bria Hartley,IND,2022,G,9,82,0,5.5,15.2,0.36,1.8,5.5,0.333,3.7,9.8,0.375,2.4,3.7,0.667,0.6,4.9,5.5,0.6,0,5.5,3,15.2,4.6,0.452,0.42,0.36,0.24,1.3,5.6,18.2,0.6,0,24.6,19.2,80,115,-0.2,-0.1,-0.2,-0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hartlbr01w.html
Tianna Hawkins,WAS,2022,F,20,260,0,7.2,17.8,0.404,2,8,0.25,5.2,9.8,0.531,3.2,3.4,0.941,2.2,9.4,3.8,1.8,0.4,5.2,6.6,19.6,9.6,0.508,0.461,0.449,0.191,4.9,10.6,12.4,1.8,0.7,21.2,21.7,89,98,-0.2,0.5,0.3,0.042,14.6,0.551,0.191,0.236,0.056,0.067,0.449,0.531,0.824,0.429,0.4,0.167,0.25,0.846,1,0.2,0.125,-2,-9.9,7,6,14,5,7,1,45,3,8,/wnba/players/h/hawkiti01w.html
Tiffany Hayes,ATL,2022,G,3,80,3,10.6,21.2,0.5,2.5,6.2,0.4,8.1,15,0.542,1.9,3.7,0.5,0,3.1,3.1,1.9,0,4.4,5,25.6,12.7,0.559,0.559,0.294,0.176,0,3.6,12.6,1.9,0,16,24,94,102,0,0.1,0.1,0.05,10.4,0.706,0.353,0.265,0.088,0,0.294,0.542,0.667,0.333,0.667,NA,0.4,0.615,0.75,0,NA,-1.8,0.3,3,2,1,0,3,1,10,1,2,/wnba/players/h/hayesti01w.html
Ruthy Hebard,CHI,2022,F,15,156,0,6.5,11.6,0.556,0,0,NA,6.5,11.6,0.556,1.9,2.6,0.75,2.3,11,2.3,1.3,0.6,2.6,4.5,14.9,11.7,0.582,0.556,0,0.222,5.6,12.6,6.7,1.3,1,16.8,13.8,104,100,0.2,0.2,0.4,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hebarru01w.html
Destanni Henderson,IND,2022,G,23,369,3,6.2,16.1,0.387,2.7,6.1,0.444,3.5,10,0.351,1.9,2.7,0.7,2.7,5,7.3,2.3,0.1,3.8,3.1,17.1,13,0.493,0.471,0.378,0.168,5.8,5.8,24.9,2.3,0.2,18,18.2,99,112,0.3,-0.1,0.2,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hendede01w.html
Natisha Hiedeman,CON,2022,G,22,540,17,6.3,15.4,0.407,3.2,9.1,0.354,3,6.3,0.485,1.6,2,0.81,0.3,4.3,6.6,2.7,0.3,3,3.3,17.4,13.2,0.534,0.512,0.593,0.13,0.7,5.1,20,2.7,0.5,15.7,16.7,105,100,0.7,0.8,1.6,0.117,17.5,0.407,0.16,0.136,0.086,0.025,0.593,0.485,0.692,0.364,0.429,0,0.354,0.219,0.853,0.167,0.5,7.9,0.4,24,7,18,0,8,7,158,4,5,/wnba/players/h/hiedena01w.html
Naz Hillmon,ATL,2022,F,20,280,0,3.9,8.4,0.468,0,0.4,0,3.9,8,0.489,3,3.7,0.81,3.9,13,3.6,1.4,0.7,3.2,5.9,10.9,10.8,0.542,0.468,0.043,0.447,9.2,15.1,11.3,1.4,1.4,24.2,11.7,102,99,0.2,0.5,0.7,0.104,8.7,0.957,0.362,0.255,0.128,0.213,0.043,0.489,0.588,0.417,0.333,0.5,0,0.727,NA,0.5,0,-0.4,2.5,8,2,15,4,7,NA,52,1,8,/wnba/players/h/hillmna01w.html
Myisha Hines-Allen,WAS,2022,F,24,462,13,8.8,21.4,0.411,2.1,6.1,0.352,6.7,15.3,0.434,2,3.4,0.6,3.2,14,5.9,1.8,0.7,4.7,4.3,21.8,14.2,0.475,0.461,0.284,0.158,7,15.8,20.2,1.8,1.2,17.1,24.5,91,96,-0.3,1.1,0.8,0.068,12.5,0.716,0.184,0.316,0.105,0.111,0.284,0.434,0.714,0.35,0.3,0.333,0.352,0.542,1,0.148,0.125,-0.5,-10.8,12,8,16,9,14,5,129,2,11,/wnba/players/h/hinesmy01w.html
Joyner Holmes,CON,2022,F,15,100,0,4.1,12.8,0.32,1.5,5.6,0.273,2.6,7.2,0.357,2.6,3.1,0.833,0.5,6.7,4.6,2.6,0.5,4.1,7.2,12.3,5.3,0.434,0.38,0.44,0.24,1.3,8,13,2.6,0.9,22.4,15.8,83,99,-0.1,0.2,0,0.017,16.3,0.56,0.16,0.04,0.2,0.16,0.44,0.357,0.5,0,0.4,0.25,0.273,0.4,1,0.091,0,3.8,-4.4,1,3,5,1,3,NA,20,0,0,/wnba/players/h/holmejo02w.html
Natasha Howard,NYL,2022,F,21,646,21,10,22,0.455,1.7,5.9,0.297,8.3,16.1,0.512,3.4,5.2,0.662,2.6,11.1,3.8,2.1,2,5.3,5.5,25.2,15.1,0.519,0.495,0.267,0.235,6.1,12.4,14.5,2.1,3.1,18,26.7,91,101,-0.4,0.9,0.6,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/howarna01w.html
Rhyne Howard,ATL,2022,G,22,673,22,8.8,23.5,0.377,3.7,11,0.338,5.1,12.5,0.411,3.3,4.5,0.733,1.3,7.4,4.3,2.4,1.2,2.4,4.1,24.7,15.9,0.485,0.456,0.468,0.19,2.9,8.6,16.2,2.4,2.3,8.5,24.5,99,98,0.6,1.3,1.9,0.112,18,0.532,0.089,0.095,0.158,0.19,0.468,0.411,0.714,0.3,0.3,0.417,0.338,0.478,0.8,0.169,0.4,-6.9,-19.1,15,8,25,6,21,5,133,2,10,/wnba/players/h/howarrh01w.html
Lexie Hull,IND,2022,G,18,167,1,3.6,16.8,0.214,0.9,6.3,0.143,2.7,10.5,0.257,2.7,3.3,0.818,1.8,6.9,2.7,1.2,0.3,2.1,8.1,10.8,-0.3,0.296,0.241,0.375,0.196,3.9,7.9,8.4,1.2,0.5,10.3,17.5,70,113,-0.5,0,-0.6,-0.134,14.7,0.625,0.196,0.179,0.089,0.161,0.375,0.257,0.273,0.3,0.2,0.222,0.143,0.556,1,0.476,0.2,-20.8,-9.4,6,1,10,0,4,3,23,1,4,/wnba/players/h/hullle01w.html
Sabrina Ionescu,NYL,2022,G,21,696,21,9.1,21.5,0.425,3.8,10.8,0.354,5.3,10.7,0.497,4.5,4.9,0.924,1.8,11.6,10,1.7,0.6,4.4,3.2,26.6,21.8,0.562,0.514,0.503,0.226,4.1,12.9,36.8,1.7,0.9,15.7,25.4,110,103,2.1,0.9,3,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/i/ionessa01w.html
Briann January,SEA,2022,G,22,408,4,3.6,10.4,0.349,1.6,5.9,0.277,2,4.5,0.444,2.4,2.9,0.826,0.5,3.1,7.7,2.4,0.9,4,4.4,11.2,8.5,0.483,0.428,0.566,0.277,1.1,3.5,23.4,2.4,1.5,25.6,14,91,100,-0.2,0.7,0.5,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/januabr01w.html
Marine Johannes,NYL,2022,G,9,293,7,6.7,14.2,0.469,4.7,10,0.474,1.9,4.2,0.458,1.2,1.8,0.7,0.4,3.3,7.5,1.1,0.4,3.5,2.6,19.3,14.7,0.644,0.636,0.704,0.123,0.8,3.7,25.3,1.1,0.6,19,16.7,112,109,0.7,0.1,0.7,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/johanma01w.html
Brionna Jones,CON,2022,F,22,573,3,9.8,17.5,0.561,0,0.4,0,9.8,17.1,0.576,7,7.9,0.886,4.9,9.5,2.7,2.6,1.1,2.3,5.5,26.6,23.9,0.635,0.561,0.026,0.449,12,11.3,9,2.6,2,10,20.1,129,99,2.9,1,3.9,0.274,5.2,0.974,0.566,0.25,0.107,0.051,0.026,0.576,0.64,0.531,0.524,0.2,0,0.682,NA,0,NA,11.3,10,8,8,26,10,41,2,68,8,19,/wnba/players/j/jonesbr01w.html
Jazmine Jones,CON,2022,G,3,18,0,0,2.8,0,0,0,NA,0,2.8,0,5.7,14.2,0.4,0,0,2.8,0,0,2.8,2.8,5.7,-2.6,0.313,0,0,5,0,0,7.2,0,0,23.8,10.3,62,109,0,0,0,-0.095,10.7,1,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,-25.4,-33.9,1,0,1,0,2,NA,3,0,0,/wnba/players/j/jonesja02w.html
Jonquel Jones,CON,2022,F,22,611,22,10.1,20,0.502,2.4,7.1,0.341,7.6,12.9,0.591,4.4,5.5,0.803,4.5,16.4,3.4,2,2.1,5.1,5.7,27,21.7,0.601,0.563,0.356,0.276,11.1,19.7,11.4,2,3.9,18.5,23.8,108,95,1.5,1.5,2.9,0.192,11.6,0.644,0.385,0.151,0.079,0.029,0.356,0.591,0.652,0.5,0.526,0.429,0.341,0.67,0.966,0.035,0.667,12,13.9,24,15,28,14,27,4,92,4,18,/wnba/players/j/jonesjo01w.html
Tina Krajisnik,CHI,2022,C,2,5,0,0,10.1,0,0,0,NA,0,10.1,0,0,0,NA,0,0,20.2,10.1,0,0,20.2,0,9.7,0,0,0,0,0,0,50.4,10.1,0,0,9.1,89,87,0,0,0,0.124,5.4,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,63.9,56.7,0,0,1,0,0,NA,5,0,1,/wnba/players/k/krajiti01w.html
Awak Kuier,DAL,2022,F,21,267,0,4.8,11.4,0.417,0.6,2.5,0.231,4.2,9,0.468,1.5,3.4,0.444,2.9,10.9,3.4,1,4,1.9,3.8,11.6,12.2,0.449,0.442,0.217,0.3,6.3,12.4,10.8,1,6.9,12.8,12.9,97,101,0.1,0.4,0.5,0.069,10,0.783,0.367,0.233,0.117,0.067,0.217,0.468,0.773,0.286,0.143,0,0.231,0.909,1,0.077,1,-4.8,-6.3,6,1,12,2,7,1,42,2,2,/wnba/players/k/kuieraw01w.html
Betnijah Laney,NYL,2022,G-F,4,136,4,8.3,20,0.415,2.3,5.7,0.4,6,14.3,0.421,1.1,1.9,0.6,0,5.7,6.4,0.8,0,4.5,3.8,20,8.5,0.48,0.472,0.283,0.094,0,6.3,22.9,0.8,0,17.9,22.9,87,108,-0.2,0.1,-0.1,-0.039,13,0.717,0.321,0.113,0.075,0.208,0.283,0.421,0.824,0.167,0.25,0,0.4,0.313,1,0.333,1,-22.2,-21.1,6,6,5,0,2,2,40,0,2,/wnba/players/l/laneybe01w.html
Jantel Lavender,SEA,2022,F,22,292,4,7.1,16.7,0.427,0.9,3.5,0.25,6.3,13.2,0.474,0.9,1.4,0.625,3.8,13.6,3.3,0.5,0.5,4,4.9,16,8.8,0.462,0.453,0.208,0.083,8.2,15.1,11.2,0.5,0.9,18.8,19.2,86,100,-0.4,0.5,0.1,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/l/lavenja01w.html
Jewell Loyd,SEA,2022,G,22,667,22,9.5,24.3,0.392,4.2,10.8,0.387,5.3,13.5,0.395,4.3,5,0.864,0.8,4.3,6.3,2.1,0.3,3.5,3.1,27.6,16.3,0.52,0.478,0.445,0.207,1.8,4.8,23.1,2.1,0.5,11.7,27,99,101,0.7,1,1.7,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/l/loydje01w.html
Marina Mabrey,DAL,2022,G,20,532,18,9.5,22.7,0.418,3.7,10,0.375,5.7,12.7,0.451,1.7,3.2,0.545,1.2,7,6.1,1.3,0.6,4.6,5.1,24.4,13.2,0.507,0.5,0.439,0.139,2.7,8,22.6,1.3,1,16,24.9,96,106,0.1,0.4,0.5,0.038,17.5,0.561,0.114,0.131,0.127,0.19,0.439,0.451,0.778,0.323,0.5,0.311,0.375,0.4,0.846,0.087,0.667,-1.3,-2.4,31,8,18,4,15,10,153,5,10,/wnba/players/m/mabrema01w.html
Rui Machida,WAS,2022,G,24,332,2,3.1,10,0.313,0.9,4.1,0.231,2.2,6,0.368,0.5,0.8,0.6,0.6,5,10,1.4,0.3,4.7,2.7,7.7,5.8,0.37,0.359,0.406,0.078,1.4,5.7,28.9,1.4,0.6,31.2,13.4,80,101,-0.6,0.5,-0.1,-0.007,16.4,0.594,0.156,0.172,0.141,0.125,0.406,0.368,0.6,0.364,0.111,0.375,0.231,0.357,0.5,0.192,0.2,-3.9,-13.9,23,3,7,0,3,1,148,1,3,/wnba/players/m/machiru01w.html
Ezi Magbegor,SEA,2022,C,19,549,19,8.8,16,0.549,0.7,2,0.364,8.1,14,0.576,2.3,3.4,0.676,2.9,11.1,2.7,1.9,4.5,2.6,5.7,20.7,19.2,0.589,0.572,0.127,0.214,6.2,12.4,9.7,1.9,7.7,12.9,18.1,108,93,0.9,1.5,2.4,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/magbeez01w.html
Anneli Maley,CHI,2022,F,4,44,0,3.4,6.9,0.5,2.3,3.4,0.667,1.1,3.4,0.333,0,0,NA,3.4,8,3.4,3.4,1.1,1.1,6.9,9.2,13.1,0.667,0.667,0.5,0,8.5,9.2,9.4,3.4,1.8,14.3,7.2,133,98,0.1,0.1,0.2,0.176,16.9,0.5,0.167,0,0.167,0.167,0.5,0.333,0,NA,1,0,0.667,1,1,1,0.667,13.4,6.2,1,0,3,0,0,2,6,0,0,/wnba/players/m/maleyan01w.html
Kayla McBride,MIN,2022,G,18,547,18,7.7,18.6,0.412,2.6,7.4,0.354,5,11.2,0.45,4.9,5.4,0.897,0.9,4.9,3.2,2.2,0,2.9,2.6,22.8,14.2,0.543,0.482,0.397,0.291,2.2,5.6,10.5,2.2,0,12.1,20.8,105,108,0.8,0.3,1.1,0.081,16.1,0.603,0.156,0.116,0.141,0.191,0.397,0.45,0.677,0.304,0.321,0.447,0.354,0.759,1,0.19,0.467,1.2,7.2,22,8,8,0,20,1,79,4,4,/wnba/players/m/mcbrika01w.html
Angel McCoughtry,MIN,2022,F-G,2,20,2,7.7,20.4,0.375,0,2.6,0,7.7,17.9,0.429,15.3,15.3,1,0,15.3,5.1,2.6,5.1,7.7,7.7,30.6,21.2,0.564,0.375,0.125,0.75,0,17.4,16.8,2.6,9.4,22,30.3,99,94,0,0.1,0.1,0.141,12.1,0.875,0.25,0.125,0.25,0.25,0.125,0.429,1,0,0,0.5,0,0.667,NA,1,0,-64.9,-64.6,3,0,1,0,2,NA,4,0,1,/wnba/players/m/mccouan01w.html
Teaira McCowan,DAL,2022,C,19,252,2,10.3,16.2,0.638,0,0,NA,10.3,16.2,0.638,6.5,11.1,0.582,6.9,18.6,1.2,0.6,2,5.5,10.5,27.1,20.2,0.643,0.638,0,0.688,15,21.2,4.6,0.6,3.5,20.6,23,108,102,0.6,0.3,0.9,0.15,3.1,1,0.613,0.363,0.025,0,0,0.638,0.735,0.448,1,NA,NA,0.784,NA,NA,NA,7.7,11.4,4,6,32,14,22,1,14,5,8,/wnba/players/m/mccowte01w.html
Aari McDonald,ATL,2022,G,22,572,6,6.9,16.2,0.427,2.6,7.7,0.341,4.3,8.5,0.505,4.9,5.5,0.889,0.9,4.5,5.2,3.3,0.1,4.6,4.2,21.3,14.9,0.574,0.508,0.476,0.341,2,5.3,18.4,3.3,0.2,19.9,20.4,102,99,0.6,1,1.7,0.117,15.2,0.524,0.238,0.168,0.065,0.054,0.476,0.505,0.614,0.484,0.25,0.4,0.341,0.102,0.767,0.102,0.111,1.1,9,29,14,20,5,26,14,145,4,9,/wnba/players/m/mcdonaa01w.html
Emma Meesseman,CHI,2022,F,21,605,21,9.2,16.9,0.542,0.5,1.9,0.261,8.7,15,0.578,2.5,2.9,0.857,3.1,10.3,5.3,2.7,1.7,2.9,4.4,21.3,20.1,0.586,0.557,0.113,0.172,7.7,11.9,17.3,2.7,2.6,13.8,19,113,97,1.6,1.3,2.9,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/meessem01w.html
Nikolina Milic,MIN,2022,F,21,271,3,9.6,19.4,0.495,1.1,3.8,0.3,8.5,15.6,0.542,4.5,6.2,0.727,6.4,13,4,1.1,1.3,5.5,8.1,24.9,16.9,0.562,0.524,0.194,0.32,14.9,14.8,14,1.1,2.4,19.8,24.1,103,107,0.4,0.2,0.6,0.087,7.9,0.806,0.524,0.214,0.058,0.01,0.194,0.542,0.611,0.409,0.5,0,0.3,0.644,1,0.1,0.5,-5.7,-5.7,14,3,16,10,16,NA,46,5,8,/wnba/players/m/milicni01w.html
Kelsey Mitchell,IND,2022,G,23,755,23,9.8,22.6,0.434,3.5,8.5,0.414,6.3,14.1,0.446,5.2,6,0.878,0.5,2.8,6,1.5,0.3,3.4,3.6,28.3,17.7,0.562,0.512,0.375,0.264,1.1,3.2,23.3,1.5,0.4,12,24.7,110,114,2.1,-0.4,1.8,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/mitchke01w.html
Tiffany Mitchell,IND,2022,G,22,285,3,6.3,14.7,0.429,0.9,2.5,0.357,5.4,12.3,0.443,4.2,5.1,0.828,2.6,4.7,3,2.3,0.2,2.6,4.9,17.7,11.9,0.522,0.458,0.167,0.345,5.6,5.4,10.2,2.3,0.3,13.4,16.9,104,112,0.3,-0.1,0.3,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/mitchti01w.html
Beatrice Mompremier,ATL,2022,F,12,110,0,5.9,12.7,0.464,0,0,NA,5.9,12.7,0.464,1.4,1.8,0.75,5.9,16.4,2.3,0.9,2.7,4.1,8.2,13.2,11.2,0.487,0.464,0,0.143,13.8,18.9,7.7,0.9,5.3,23.2,15.5,92,96,0,0.2,0.2,0.073,3.5,1,0.679,0.214,0.071,0.036,0,0.464,0.579,0.167,0,1,NA,0.769,NA,NA,NA,1.4,4,2,2,8,3,0,1,13,0,6,/wnba/players/m/momprbe01w.html
Olivia Nelson-Ododa,LAS,2022,F,15,144,0,5.6,10.1,0.552,0,0,NA,5.6,10.1,0.552,2.8,3.5,0.8,4.5,10.8,0.7,0.7,2.8,3.5,10.4,13.9,9.8,0.599,0.552,0,0.345,10.9,13,2.1,0.7,5.3,23,13.5,102,107,0.1,0.1,0.2,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/n/nelsool01w.html
Arike Ogunbowale,DAL,2022,G,22,674,22,11.2,27.4,0.408,5.1,13.6,0.372,6.1,13.8,0.443,5,6.2,0.805,0.9,4.7,6,1.9,0.2,3.4,3.7,32.4,19.8,0.537,0.5,0.496,0.226,2,5.4,23.5,1.9,0.4,10.1,29.2,108,106,1.9,0.4,2.3,0.137,17.4,0.504,0.099,0.149,0.157,0.099,0.496,0.443,0.583,0.37,0.421,0.444,0.372,0.309,0.731,0.072,0.385,1,6.4,17,15,11,11,32,3,187,7,6,/wnba/players/o/ogunbar01w.html
